,uniprot1,uniprot2,symbol1,symbol2,methods,pids,ndb,dbs,exp,go1,go2
349,P54727,Q01860,RAD23B,POU5F1,"affinity chromatography technology, imaging technique","21962512, 26687479",2,biogrid,exp,"GO:0006294, GO:0006457, GO:0032434, GO:0048568, GO:0071942, GO:0070911, GO:0031593, GO:0070628, GO:0043161, GO:0005634, GO:0005654, GO:0016579, GO:0003697, GO:0006281, GO:0006289, GO:0006974, GO:0007283, GO:0000502, GO:0005829, GO:0000715, GO:0043130, GO:0005515, GO:0003684","GO:0003677, GO:0009653, GO:0005737, GO:0043565, GO:0000122, GO:0005634, GO:0001824, GO:0009611, GO:0005739, GO:0005654, GO:0006366, GO:0000976, GO:0042789, GO:0010468, GO:0000981, GO:0060965, GO:0009786, GO:0035019, GO:0001227, GO:0031625, GO:0035198, GO:0001714, GO:0003700, GO:0005829, GO:0006355, GO:0045944, GO:0003723, GO:0005515"
350,Q13315,Q9NZQ7,ATM,CD274,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0071044, GO:0018105, GO:0071480, GO:0033151, GO:0043525, GO:0030889, GO:1904262, GO:0005515, GO:0009791, GO:0000724, GO:0008340, GO:0044877, GO:0007165, GO:0035264, GO:0003677, GO:0001666, GO:0042981, GO:0007143, GO:0007140, GO:0000723, GO:0005654, GO:0005819, GO:0006303, GO:0001541, GO:0005730, GO:0031410, GO:0000729, GO:0071481, GO:0032212, GO:0032210, GO:0046777, GO:0043065, GO:0004674, GO:0004677, GO:0006260, GO:0048538, GO:0016572, GO:1901796, GO:0010506, GO:0005524, GO:1904884, GO:0036289, GO:0006468, GO:0007420, GO:1904358, GO:0097695, GO:0006281, GO:1904354, GO:0016303, GO:0033129, GO:0097694, GO:0006974, GO:0006975, GO:0051402, GO:0006977, GO:0042159, GO:1903978, GO:0036092, GO:0010212, GO:0007507, GO:0045141, GO:0043517, GO:0001756, GO:1903626, GO:0000781, GO:0072434, GO:1905843, GO:0008630, GO:0047485, GO:0071500, GO:1990391, GO:1900034, GO:0090399, GO:0007050, GO:0007131, GO:0002377, GO:0048599, GO:0051972, GO:0016301, GO:0007094, GO:0046983, GO:0002331, GO:0005634, GO:0000784","GO:0042130, GO:0009897, GO:0071222, GO:0055038, GO:0046006, GO:0046007, GO:0070232, GO:0005886, GO:1903556, GO:0007166, GO:1901998, GO:0070062, GO:0016021, GO:0032693, GO:1905404, GO:0031901, GO:0030335, GO:2001181, GO:2001186, GO:0034097, GO:0009986, GO:0042102, GO:0002845, GO:0006955, GO:0031295, GO:0005515, GO:0032689, GO:1905399, GO:0007165"
351,Q15645,Q53EP0,TRIP13,FNDC3B,"two hybrid, two hybrid array, two hybrid prey pooling approach, validated two hybrid","21516116, 25416956",2,"biogrid, intact, mint",exp,"GO:0007144, GO:0007131, GO:0007141, GO:0006302, GO:0005634, GO:0003712, GO:0001556, GO:0006366, GO:0048477, GO:0005524, GO:0006281, GO:1903506, GO:0006974, GO:0007283, GO:0007286, GO:0051598, GO:0007130, GO:0001673, GO:0005694, GO:0042802, GO:0005515, GO:0007094","GO:0016021, GO:0003723"
352,P54725,Q16186,RAD23A,ADRM1,"affinity chromatography technology, nuclear magnetic resonance","18497817, 19013454",2,"biogrid, dip, hprd, iid-pred, intact","exp, pred","GO:0032436, GO:0032434, GO:0031593, GO:0005737, GO:0045787, GO:0000502, GO:0043161, GO:0005634, GO:1990381, GO:0045070, GO:0005815, GO:0005654, GO:0016579, GO:0003697, GO:0016032, GO:0006281, GO:0006289, GO:0006974, GO:0019900, GO:0031648, GO:0070628, GO:0032991, GO:0043231, GO:0005829, GO:0043130, GO:0005515, GO:0003684","GO:0005515, GO:0000502, GO:0005829, GO:0005886, GO:0061133, GO:0005654, GO:0043130, GO:0043248, GO:0002020, GO:0006368, GO:0006511, GO:0010950, GO:0016579, GO:0008541, GO:0070628"
354,P06746,P21953,POLB,BCKDHB,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0006297, GO:0006290, GO:0019899, GO:0003677, GO:0055093, GO:0005876, GO:0005737, GO:0003887, GO:0007435, GO:0005874, GO:0005634, GO:0010332, GO:0005654, GO:0071707, GO:0006261, GO:0048536, GO:0046872, GO:0016579, GO:0006286, GO:0006287, GO:0006284, GO:0006281, GO:0008017, GO:0006288, GO:0003906, GO:0045471, GO:0051402, GO:0006954, GO:0007568, GO:0008630, GO:0006974, GO:0048535, GO:0032991, GO:0048872, GO:0003684, GO:0005515, GO:0016829, GO:0071897, GO:0016446","GO:0005947, GO:0007584, GO:0005739, GO:0003826, GO:0009083, GO:0005515, GO:0005759, GO:0003863, GO:0055114"
357,O14757,P26358,CHEK1,DNMT1,affinity chromatography technology,"17991895, 20940144",2,"biogrid, iid-pred","exp, pred","GO:0018107, GO:2000615, GO:0071260, GO:0070317, GO:0000781, GO:0000785, GO:0035556, GO:0007049, GO:0005737, GO:0010569, GO:0005615, GO:0005813, GO:0005634, GO:0006281, GO:0005654, GO:0004674, GO:0006260, GO:0004672, GO:0045839, GO:0010767, GO:0005524, GO:0072425, GO:0006468, GO:0016301, GO:0048096, GO:0006915, GO:0006974, GO:0006975, GO:0035402, GO:0019904, GO:0000794, GO:1901796, GO:0000077, GO:0045787, GO:0032991, GO:0043231, GO:0035407, GO:0005829, GO:0005515, GO:0046602, GO:0090399","GO:0010629, GO:0010628, GO:0008270, GO:0003677, GO:0005634, GO:0090309, GO:0010216, GO:0006306, GO:0000122, GO:0006325, GO:0043045, GO:0009008, GO:0005654, GO:0003886, GO:0016458, GO:0005657, GO:0045814, GO:1904707, GO:0010424, GO:0000981, GO:0003723, GO:1905460, GO:0071230, GO:0008327, GO:0051571, GO:0007265, GO:0051573, GO:1990841, GO:0005721, GO:0090116, GO:0006351, GO:0005515, GO:1905931"
358,P38398,P78396,BRCA1,CCNA1,-,"10373534, 9244350",2,"hprd, i2d, iid-pred","exp, pred","GO:0006633, GO:1902042, GO:0035066, GO:0035067, GO:1990904, GO:0044030, GO:0050681, GO:0033147, GO:0019899, GO:0008274, GO:0010628, GO:0008270, GO:0045766, GO:0003677, GO:0005634, GO:0042981, GO:0044818, GO:0005737, GO:0005654, GO:0006349, GO:0070063, GO:0006302, GO:0006301, GO:0000724, GO:0071356, GO:0006978, GO:0000729, GO:0003713, GO:0000800, GO:0071158, GO:0070512, GO:0085020, GO:0006260, GO:0031398, GO:0070531, GO:0007098, GO:0043009, GO:0005694, GO:0006303, GO:0042127, GO:0072425, GO:2000378, GO:2000620, GO:0005515, GO:0006281, GO:0006357, GO:0006915, GO:0006974, GO:0045892, GO:0070317, GO:0046600, GO:0005886, GO:0043627, GO:0051571, GO:0051572, GO:0051573, GO:0051574, GO:2000617, GO:0071681, GO:0010212, GO:0044212, GO:0031625, GO:0032991, GO:0008630, GO:0009048, GO:0004842, GO:0016579, GO:0010575, GO:0030521, GO:0015631, GO:0000151, GO:0003684, GO:0016567, GO:0051865, GO:0045944, GO:0006351, GO:0007059, GO:0003723, GO:0031436, GO:0045739, GO:0006359, GO:0045717, GO:0045893","GO:0005737, GO:0008284, GO:0015630, GO:0007283, GO:0045787, GO:0005634, GO:0016579, GO:0000307, GO:0000079, GO:0000083, GO:0019901, GO:0016538, GO:0097123, GO:0007141, GO:0005515, GO:0004672, GO:0007088, GO:0005654, GO:0005829, GO:0051301, GO:0000278"
359,P08218,Q92878,CELA2B,RAD50,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0006508, GO:0005576, GO:0005615, GO:0004252","GO:0033674, GO:0031954, GO:0016233, GO:0004017, GO:0090305, GO:0000784, GO:0003677, GO:0007004, GO:0000723, GO:0000722, GO:0008408, GO:0006303, GO:0006302, GO:0000724, GO:0043047, GO:0000729, GO:0016020, GO:0005654, GO:0030870, GO:0006260, GO:0046872, GO:0005524, GO:0005515, GO:0006281, GO:1904354, GO:0004003, GO:0032508, GO:0031860, GO:0006974, GO:0000790, GO:0000794, GO:0007131, GO:0046940, GO:0006310, GO:0000014, GO:0030674, GO:0003691, GO:0051880, GO:0070192, GO:0035861, GO:0032206, GO:0000019, GO:0016032"
360,O60921,Q03405,HUS1,PLAUR,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0033314, GO:0005654, GO:0006468, GO:0000077, GO:0031573, GO:0000724, GO:0035861, GO:0005634, GO:0005730, GO:0071479, GO:0006289, GO:0006974, GO:0009790, GO:0008156, GO:0009411, GO:0005515, GO:0044778, GO:0006281, GO:0001932, GO:0030896, GO:0005829","GO:0038023, GO:0007596, GO:0090200, GO:0005788, GO:0019898, GO:0035579, GO:0007165, GO:0043388, GO:0005925, GO:0031225, GO:0016021, GO:0071438, GO:0043066, GO:0045742, GO:2001243, GO:2001268, GO:0006935, GO:0009986, GO:0030377, GO:0030162, GO:0019899, GO:0005887, GO:0005886, GO:0005789, GO:0042730, GO:0043312, GO:0005576, GO:0005515, GO:0005102, GO:0001934, GO:0019904"
361,Q8WV99,Q92878,ZFAND2B,RAD50,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0043567, GO:0005783, GO:0043161, GO:0036435, GO:0045047, GO:0006616, GO:0043130, GO:0008270, GO:0005515, GO:0000502, GO:0005789, GO:0031225","GO:0033674, GO:0031954, GO:0016233, GO:0004017, GO:0090305, GO:0000784, GO:0003677, GO:0007004, GO:0000723, GO:0000722, GO:0008408, GO:0006303, GO:0006302, GO:0000724, GO:0043047, GO:0000729, GO:0016020, GO:0005654, GO:0030870, GO:0006260, GO:0046872, GO:0005524, GO:0005515, GO:0006281, GO:1904354, GO:0004003, GO:0032508, GO:0031860, GO:0006974, GO:0000790, GO:0000794, GO:0007131, GO:0046940, GO:0006310, GO:0000014, GO:0030674, GO:0003691, GO:0051880, GO:0070192, GO:0035861, GO:0032206, GO:0000019, GO:0016032"
362,Q15645,Q969Q4,TRIP13,ARL11,"two hybrid, two hybrid array, two hybrid pooling approach, yeast 2-hybrid","16189514, 19060904",2,"biogrid, hprd, intact",exp,"GO:0007144, GO:0007131, GO:0007141, GO:0006302, GO:0005634, GO:0003712, GO:0001556, GO:0006366, GO:0048477, GO:0005524, GO:0006281, GO:1903506, GO:0006974, GO:0007283, GO:0007286, GO:0051598, GO:0007130, GO:0001673, GO:0005694, GO:0042802, GO:0005515, GO:0007094","GO:0005737, GO:0016192, GO:0006886, GO:0005622, GO:0002244, GO:0005515, GO:0005886, GO:0005525"
363,Q0VG06,Q96T91,FAAP100,GPHA2,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0005654, GO:0045111, GO:0006281, GO:0005829, GO:0036297, GO:0006974, GO:0005515, GO:0003677, GO:0043240","GO:0005179, GO:0005515, GO:0010469, GO:0031531, GO:0005576, GO:0007166, GO:0046982, GO:0007186"
364,Q8N8Q3,Q99611,ENDOV,SEPHS2,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0005737, GO:0090502, GO:0006281, GO:0000287, GO:0006974, GO:0003727, GO:0016891, GO:0003677, GO:0016888, GO:0005730","GO:0005737, GO:0016260, GO:0016310, GO:0005829, GO:0005575, GO:0016259, GO:0001887, GO:0004756, GO:0005524, GO:0070329"
365,P56282,Q9UBX7,POLE2,KLK11,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0005654, GO:0016604, GO:0008622, GO:0043231, GO:0006281, GO:0000082, GO:0003887, GO:0006974, GO:0006260, GO:0006261, GO:0005515, GO:0003677, GO:0042276","GO:0004252, GO:0005615, GO:0005794, GO:0030141, GO:0006508, GO:0008236, GO:0070062"
367,O75771,Q6P1W5,RAD51D,C1orf94,"two hybrid, two hybrid array, two hybrid bait and prey pooling approach, two hybrid prey pooling approach, validated two hybrid","25416956, 25910212",2,"biogrid, intact",exp,"GO:0033063, GO:0000781, GO:0000784, GO:0003677, GO:0000723, GO:0000724, GO:0005813, GO:0005634, GO:0000707, GO:0005654, GO:0005657, GO:0003697, GO:0005524, GO:0005737, GO:0006281, GO:0006289, GO:0006974, GO:0042148, GO:0007131, GO:0008094, GO:0000400, GO:0051726, GO:0036297, GO:0005515, GO:0043015",GO:0005515
369,O60216,Q13643,RAD21,FHL3,"affinity chromatography technology, two hybrid, two hybrid array, two hybrid prey pooling approach, validated two hybrid","22145905, 25416956",2,"biogrid, innatedb, intact",exp,"GO:0045841, GO:0071168, GO:0044877, GO:0008278, GO:0051301, GO:0007062, GO:0006302, GO:0016020, GO:0005654, GO:0006366, GO:0016363, GO:0005694, GO:0045876, GO:0030893, GO:0006281, GO:0006915, GO:0006974, GO:0010972, GO:0007059, GO:0007131, GO:0000775, GO:0006310, GO:0000798, GO:0005829, GO:0001228, GO:0006357, GO:0045944, GO:0005515, GO:0000785, GO:0003682","GO:0001725, GO:0007517, GO:0005925, GO:0005634, GO:0003712, GO:0030036, GO:0003779, GO:0005515, GO:0046872, GO:0030018"
370,O96017,P61289,CHEK2,PSME3,"affinity chromatography technology, enzymatic study","19556897, 25361978",2,"biogrid, iid-pred","exp, pred","GO:0006351, GO:1903416, GO:0071480, GO:0000086, GO:0050821, GO:0042176, GO:0090307, GO:0042981, GO:0046777, GO:0051301, GO:0005737, GO:0016605, GO:1903926, GO:0006302, GO:0005634, GO:0072428, GO:0005654, GO:0004674, GO:1901796, GO:0046872, GO:0005524, GO:0042803, GO:0005794, GO:0006468, GO:2000210, GO:0006281, GO:0016301, GO:0006974, GO:0006975, GO:0006977, GO:0045893, GO:0044257, GO:0001302, GO:0006978, GO:0042770, GO:0042771, GO:0000781, GO:0031625, GO:0000077, GO:0008630, GO:0005515, GO:0090399, GO:0006355, GO:0044773, GO:0042802, GO:2000002, GO:0071157, GO:0001934, GO:0019901","GO:0005737, GO:0005829, GO:0006915, GO:2000045, GO:0002039, GO:0061136, GO:0005634, GO:0016020, GO:0061133, GO:0008537, GO:0005654, GO:2001237, GO:0097371, GO:0005515, GO:0000502, GO:0010950, GO:0007049, GO:0016579, GO:0043687, GO:0042802"
371,Q96SD1,Q9UKA4,DCLRE1C,AKAP11,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0000014, GO:0031848, GO:0008409, GO:0006303, GO:0005794, GO:0004519, GO:0030183, GO:0036297, GO:0006974, GO:0090305, GO:0033151, GO:0000784, GO:0005515, GO:0035312, GO:0010212, GO:0006281, GO:0070419, GO:0005654, GO:0003684, GO:0002250","GO:0005737, GO:0051018, GO:0005730, GO:0005829, GO:0005777, GO:0005815, GO:0008157, GO:0005515, GO:0005886, GO:0035556, GO:0010738"
372,Q8N8B7,Q9Y620,TCEANC,RAD54B,two hybrid,"16189514, 25416956",2,biogrid,exp,"GO:0005634, GO:0006351, GO:0005515","GO:0006312, GO:0006281, GO:0005634, GO:0000724, GO:0015616, GO:0006974, GO:0003724, GO:0005515, GO:0003677, GO:0003678, GO:0007131, GO:0032508, GO:0005524"
373,P18858,Q96A37,LIG1,RNF166,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0006297, GO:0033151, GO:0006298, GO:0051103, GO:0003910, GO:0003677, GO:0009653, GO:0051301, GO:0005737, GO:0005634, GO:0005739, GO:0005654, GO:0006266, GO:1903461, GO:0046872, GO:0005524, GO:0006284, GO:0006283, GO:0006281, GO:0006974, GO:0003909, GO:0043231, GO:0006273, GO:0071897","GO:0046872, GO:0005515"
374,Q9Y294,Q9Y2V0,ASF1A,C15orf41,"affinity chromatography technology, anti tag coimmunoprecipitation","26496610, 28514442",2,"biogrid, intact",exp,"GO:0031936, GO:0005654, GO:0042393, GO:0032991, GO:0006281, GO:0006336, GO:0005634, GO:0006335, GO:0006974, GO:0000790, GO:0006351, GO:0005515, GO:0003682, GO:0042692, GO:0006334, GO:0001649",
377,P54727,Q16186,RAD23B,ADRM1,"affinity chromatography technology, pull down","18497817, 20059542",2,"biogrid, hprd, iid-ortho, iid-pred, intact, mint","exp, ortho, pred","GO:0006294, GO:0006457, GO:0032434, GO:0048568, GO:0071942, GO:0070911, GO:0031593, GO:0070628, GO:0043161, GO:0005634, GO:0005654, GO:0016579, GO:0003697, GO:0006281, GO:0006289, GO:0006974, GO:0007283, GO:0000502, GO:0005829, GO:0000715, GO:0043130, GO:0005515, GO:0003684","GO:0005515, GO:0000502, GO:0005829, GO:0005886, GO:0061133, GO:0005654, GO:0043130, GO:0043248, GO:0002020, GO:0006368, GO:0006511, GO:0010950, GO:0016579, GO:0008541, GO:0070628"
379,P49916,Q9NTX7,LIG3,RNF146,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0006297, GO:0033151, GO:0051103, GO:0008270, GO:0003677, GO:0007049, GO:0005737, GO:0006302, GO:0000724, GO:0005634, GO:0005739, GO:0005654, GO:0051301, GO:0005524, GO:0006283, GO:0006281, GO:0006288, GO:0006974, GO:0003909, GO:0006273, GO:0090298, GO:0005515, GO:0071897, GO:0003910","GO:0072572, GO:0090263, GO:0004842, GO:0005829, GO:0016055, GO:0005654, GO:0051865, GO:0008270, GO:0005515, GO:0006511, GO:0005886, GO:0070936, GO:0061630"
381,P33240,P38398,CSTF2,BRCA1,"affinity chromatography technology, anti bait coimmunoprecipitation, biochemical","10477523, 11257228",2,"biogrid, iid-pred, intact","exp, pred","GO:0071920, GO:0005847, GO:0016604, GO:0031124, GO:0000398, GO:0005654, GO:0003723, GO:0005515, GO:0006369, GO:0098789, GO:0006378, GO:0003729","GO:0006633, GO:1902042, GO:0035066, GO:0035067, GO:1990904, GO:0044030, GO:0050681, GO:0033147, GO:0019899, GO:0008274, GO:0010628, GO:0008270, GO:0045766, GO:0003677, GO:0005634, GO:0042981, GO:0044818, GO:0005737, GO:0005654, GO:0006349, GO:0070063, GO:0006302, GO:0006301, GO:0000724, GO:0071356, GO:0006978, GO:0000729, GO:0003713, GO:0000800, GO:0071158, GO:0070512, GO:0085020, GO:0006260, GO:0031398, GO:0070531, GO:0007098, GO:0043009, GO:0005694, GO:0006303, GO:0042127, GO:0072425, GO:2000378, GO:2000620, GO:0005515, GO:0006281, GO:0006357, GO:0006915, GO:0006974, GO:0045892, GO:0070317, GO:0046600, GO:0005886, GO:0043627, GO:0051571, GO:0051572, GO:0051573, GO:0051574, GO:2000617, GO:0071681, GO:0010212, GO:0044212, GO:0031625, GO:0032991, GO:0008630, GO:0009048, GO:0004842, GO:0016579, GO:0010575, GO:0030521, GO:0015631, GO:0000151, GO:0003684, GO:0016567, GO:0051865, GO:0045944, GO:0006351, GO:0007059, GO:0003723, GO:0031436, GO:0045739, GO:0006359, GO:0045717, GO:0045893"
382,P54725,Q96IV0,RAD23A,NGLY1,"two hybrid, two hybrid array, two hybrid prey pooling approach, validated two hybrid, x-ray crystallography","22575648, 25416956",2,"biogrid, intact",exp,"GO:0032436, GO:0032434, GO:0031593, GO:0005737, GO:0045787, GO:0000502, GO:0043161, GO:0005634, GO:1990381, GO:0045070, GO:0005815, GO:0005654, GO:0016579, GO:0003697, GO:0016032, GO:0006281, GO:0006289, GO:0006974, GO:0019900, GO:0031648, GO:0070628, GO:0032991, GO:0043231, GO:0005829, GO:0043130, GO:0005515, GO:0003684","GO:0005737, GO:0016787, GO:0006457, GO:0005515, GO:0005829, GO:0006516, GO:0006517, GO:0000224, GO:0006515, GO:0046872, GO:0005634"
384,O15287,Q14469,FANCG,HES1,"affinity chromatography technology, two hybrid, yeast 2-hybrid","18550849, 19321451",2,"biogrid, hprd",exp,"GO:0005654, GO:0001541, GO:0006281, GO:0009314, GO:0005829, GO:0005730, GO:0036297, GO:0005739, GO:0003684, GO:0006974, GO:0005515, GO:0005886, GO:0007286, GO:0043240, GO:0007005","GO:2000737, GO:0061309, GO:0060716, GO:0072050, GO:0061626, GO:0001078, GO:0003151, GO:0005654, GO:0007219, GO:0003266, GO:0003714, GO:0042531, GO:0090162, GO:0031016, GO:0060253, GO:0048469, GO:0046331, GO:0001756, GO:0030513, GO:0072049, GO:0035910, GO:2000978, GO:0021537, GO:0048715, GO:0061009, GO:0048711, GO:0003281, GO:0060675, GO:0003677, GO:0043388, GO:0090102, GO:0065003, GO:0016477, GO:0042826, GO:0000981, GO:0043565, GO:0060164, GO:0021558, GO:0060412, GO:0035019, GO:0072141, GO:0097150, GO:0007224, GO:0006351, GO:0030154, GO:0061106, GO:0021555, GO:0021557, GO:2000974, GO:0070888, GO:0005737, GO:0050767, GO:1990837, GO:0072012, GO:0000122, GO:0005634, GO:0051087, GO:0045747, GO:0045977, GO:0042803, GO:0008284, GO:0008134, GO:0045892, GO:0045598, GO:0050678, GO:0045944, GO:0005515, GO:0030324, GO:0021575, GO:0072282, GO:0001889, GO:0042668, GO:0021984, GO:0071820, GO:0048844, GO:0048538, GO:0045608, GO:0000977, GO:0048667, GO:0046427, GO:0046425, GO:0042102, GO:0060122, GO:0097084, GO:0007155, GO:0003143, GO:0007399, GO:0003700, GO:0030901, GO:0021861, GO:2000227"
386,P62495,Q96Q15,ETF1,SMG1,"anti bait coimmunoprecipitation, anti tag coimmunoprecipitation","16452507, 19417104",2,"iid-pred, innatedb, intact","exp, pred","GO:0005737, GO:0006479, GO:0008079, GO:0000184, GO:0006449, GO:0005829, GO:0005634, GO:0043022, GO:0018444, GO:0003723, GO:0005515, GO:0006415, GO:0003747, GO:0002184, GO:1990825, GO:0016149","GO:0005737, GO:0005654, GO:0000184, GO:0005829, GO:0006281, GO:0032204, GO:0005634, GO:0016301, GO:0042162, GO:0005524, GO:0006974, GO:0004674, GO:0018105, GO:0003723, GO:0005515, GO:0046854, GO:2001020, GO:0004672, GO:0046872, GO:0046777, GO:0006406"
387,P31751,P78527,AKT2,PRKDC,enzymatic study,"15678105, 16221682",2,"biogrid, iid-pred","exp, pred","GO:0071486, GO:0032287, GO:0018105, GO:0045444, GO:0008286, GO:0010907, GO:0007165, GO:0046326, GO:0032869, GO:0031340, GO:0035556, GO:0097473, GO:0004674, GO:0005634, GO:0008643, GO:0005654, GO:0065002, GO:0043066, GO:0010748, GO:0071156, GO:0045725, GO:0046872, GO:0005524, GO:0008284, GO:0030335, GO:0030334, GO:0005515, GO:0006464, GO:0090314, GO:0005938, GO:0005886, GO:0072659, GO:0032587, GO:0060644, GO:0032991, GO:0043231, GO:0005978, GO:0005829, GO:0090630, GO:0005769, GO:2001275, GO:2000147, GO:0006417, GO:0006006, GO:0010918, GO:0001934, GO:0032000","GO:0048639, GO:0018105, GO:0033152, GO:0033153, GO:0016233, GO:0019899, GO:0000784, GO:0032869, GO:0007420, GO:0043065, GO:0006303, GO:0006302, GO:0005730, GO:0031648, GO:0005634, GO:0016020, GO:2001229, GO:0005654, GO:0048511, GO:0004677, GO:0043066, GO:0002360, GO:0048538, GO:0048146, GO:0048536, GO:0045944, GO:0003690, GO:0010332, GO:0005524, GO:0002326, GO:0006468, GO:0016301, GO:0005667, GO:0033077, GO:0008283, GO:0035234, GO:0045087, GO:0004672, GO:0008134, GO:0006464, GO:0006974, GO:0032481, GO:0005958, GO:0019904, GO:0016567, GO:0007507, GO:0032991, GO:0006281, GO:0001756, GO:0002638, GO:0004674, GO:0014823, GO:0008630, GO:0032993, GO:0072431, GO:0005829, GO:0042752, GO:0097681, GO:0002218, GO:0002328, GO:0003723, GO:0005515, GO:0048660, GO:0001933, GO:0070419, GO:2000773"
388,O15084,Q96SD1,ANKRD28,DCLRE1C,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0005654, GO:0048208, GO:0005829, GO:0005515, GO:0000139","GO:0000014, GO:0031848, GO:0008409, GO:0006303, GO:0005794, GO:0004519, GO:0030183, GO:0036297, GO:0006974, GO:0090305, GO:0033151, GO:0000784, GO:0005515, GO:0035312, GO:0010212, GO:0006281, GO:0070419, GO:0005654, GO:0003684, GO:0002250"
391,Q12824,Q8TDY2,SMARCB1,RB1CC1,affinity chromatography technology,"20614030, 21637919",2,biogrid,exp,"GO:2000617, GO:2000618, GO:0030154, GO:0090240, GO:0031492, GO:0003677, GO:1902661, GO:0007049, GO:0030957, GO:0005730, GO:0005634, GO:0043044, GO:0003713, GO:0005654, GO:0045944, GO:0016514, GO:1900113, GO:1900110, GO:0000980, GO:0008285, GO:0005515, GO:0006281, GO:0001164, GO:0001650, GO:0000790, GO:0043923, GO:0001188, GO:0006974, GO:0051091, GO:0032991, GO:0043231, GO:0006338, GO:0006337, GO:0039692, GO:0015074, GO:0006357, GO:0071565, GO:0071564, GO:1901838, GO:0007399, GO:0000978, GO:0002039","GO:2001237, GO:0030242, GO:0016236, GO:0034727, GO:0034045, GO:0001889, GO:0032947, GO:0007049, GO:0019898, GO:0000045, GO:0016241, GO:0061709, GO:0006914, GO:0031965, GO:0061723, GO:0019901, GO:0046330, GO:1990316, GO:0005789, GO:0007507, GO:0045793, GO:0000422, GO:0005829, GO:0006355, GO:0006351, GO:0005515, GO:0001934"
